name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
species_58	58	S	60	13	73	0.00073
species_764	764	S	60	0	60	0.00060
species_768	768	S	60	0	60	0.00060
species_545	545	S	60	0	60	0.00060
species_826	826	S	60	0	60	0.00060
species_145	145	S	60	0	60	0.00060
species_372	372	S	60	0	60	0.00060
species_1115	1115	S	60	1	61	0.00061
species_169	169	S	60	0	60	0.00060
species_1102	1102	S	60	3	63	0.00063
species_360	360	S	60	2	62	0.00062
species_392	392	S	60	0	60	0.00060
species_2108	2108	S	60	0	60	0.00060
species_1150	1150	S	60	0	60	0.00060
species_181	181	S	60	1	61	0.00061
species_196	196	S	60	2	62	0.00062
species_345	345	S	60	0	60	0.00060
species_1180	1180	S	60	0	60	0.00060
species_198	198	S	60	0	60	0.00060
species_275	275	S	59	0	59	0.00059
species_1117	1117	S	59	0	59	0.00059
species_375	375	S	59	3	62	0.00062
species_2404	2404	S	59	0	59	0.00059
species_2422	2422	S	59	1	60	0.00060
species_2085	2085	S	59	1	60	0.00060
species_1134	1134	S	59	2	61	0.00061
species_241	241	S	59	5	64	0.00064
species_820	820	S	59	4	63	0.00063
species_279	279	S	59	2	61	0.00061
species_1912	1912	S	59	0	59	0.00059
species_1365	1365	S	59	0	59	0.00059
species_1141	1141	S	59	1	60	0.00060
species_1809	1809	S	59	0	59	0.00059
species_1376	1376	S	59	0	59	0.00059
species_1915	1915	S	59	0	59	0.00059
species_572	572	S	59	0	59	0.00059
species_2284	2284	S	59	1	60	0.00060
species_656	656	S	59	3	62	0.00062
species_1759	1759	S	59	6	65	0.00065
species_857	857	S	59	5	64	0.00064
species_1569	1569	S	59	6	65	0.00065
species_1029	1029	S	59	1	60	0.00060
species_1028	1028	S	59	1	60	0.00060
species_1017	1017	S	59	0	59	0.00059
species_1003	1003	S	59	0	59	0.00059
species_996	996	S	59	0	59	0.00059
species_425	425	S	59	2	61	0.00061
species_2168	2168	S	59	0	59	0.00059
species_956	956	S	59	1	60	0.00060
species_2109	2109	S	59	0	59	0.00059
species_1096	1096	S	59	2	61	0.00061
species_316	316	S	59	5	64	0.00064
species_1238	1238	S	59	0	59	0.00059
species_486	486	S	59	0	59	0.00059
species_1309	1309	S	59	0	59	0.00059
species_2105	2105	S	59	4	63	0.00063
species_2200	2200	S	59	5	64	0.00064
species_1101	1101	S	59	5	64	0.00064
species_225	225	S	58	0	58	0.00058
species_1236	1236	S	58	0	58	0.00058
species_1896	1896	S	58	0	58	0.00058
species_1980	1980	S	58	0	58	0.00058
species_1564	1564	S	58	1	59	0.00059
species_210	210	S	58	5	63	0.00063
species_68	68	S	58	2	60	0.00060
species_1587	1587	S	58	1	59	0.00059
species_1494	1494	S	58	2	60	0.00060
species_1542	1542	S	58	2	60	0.00060
species_1397	1397	S	58	1	59	0.00059
species_1936	1936	S	58	0	58	0.00058
species_191	191	S	58	1	59	0.00059
species_1742	1742	S	58	0	58	0.00058
species_62	62	S	58	7	65	0.00065
species_1467	1467	S	58	3	61	0.00061
species_1876	1876	S	58	0	58	0.00058
species_179	179	S	58	2	60	0.00060
species_1405	1405	S	58	1	59	0.00059
species_106	106	S	58	1	59	0.00059
species_86	86	S	58	4	62	0.00062
species_354	354	S	58	0	58	0.00058
species_748	748	S	58	0	58	0.00058
species_757	757	S	58	5	63	0.00063
species_763	763	S	58	0	58	0.00058
species_317	317	S	58	13	71	0.00071
species_327	327	S	58	1	59	0.00059
species_1214	1214	S	58	0	58	0.00058
species_852	852	S	58	0	58	0.00058
species_2052	2052	S	58	3	61	0.00061
species_863	863	S	58	2	60	0.00060
species_2390	2390	S	58	3	61	0.00061
species_1196	1196	S	58	1	59	0.00059
species_2201	2201	S	58	0	58	0.00058
species_2197	2197	S	58	1	59	0.00059
species_2193	2193	S	58	0	58	0.00058
species_2234	2234	S	58	0	58	0.00058
species_918	918	S	58	0	58	0.00058
species_1159	1159	S	58	2	60	0.00060
species_933	933	S	58	1	59	0.00059
species_937	937	S	58	0	58	0.00058
species_2095	2095	S	58	1	59	0.00059
species_2097	2097	S	58	2	60	0.00060
species_2399	2399	S	58	3	61	0.00061
species_2163	2163	S	58	4	62	0.00062
species_415	415	S	58	1	59	0.00059
species_1090	1090	S	58	1	59	0.00059
species_1081	1081	S	58	3	61	0.00061
species_2116	2116	S	58	0	58	0.00058
species_1010	1010	S	58	12	70	0.00070
species_404	404	S	58	3	61	0.00061
species_734	734	S	58	0	58	0.00058
species_1312	1312	S	58	1	59	0.00059
species_1327	1327	S	58	1	59	0.00059
species_303	303	S	58	0	58	0.00058
species_585	585	S	58	11	69	0.00069
species_1986	1986	S	58	0	58	0.00058
species_1914	1914	S	57	0	57	0.00057
species_736	736	S	57	2	59	0.00059
species_1320	1320	S	57	0	57	0.00057
species_1416	1416	S	57	1	58	0.00058
species_1496	1496	S	57	0	57	0.00057
species_352	352	S	57	0	57	0.00057
species_1854	1854	S	57	4	61	0.00061
species_1391	1391	S	57	3	60	0.00060
species_188	188	S	57	4	61	0.00061
species_1761	1761	S	57	1	58	0.00058
species_1035	1035	S	57	0	57	0.00057
species_356	356	S	57	0	57	0.00057
species_107	107	S	57	0	57	0.00057
species_1381	1381	S	57	0	57	0.00057
species_620	620	S	57	5	62	0.00062
species_1808	1808	S	57	0	57	0.00057
species_377	377	S	57	1	58	0.00058
species_1343	1343	S	57	0	57	0.00057
species_2400	2400	S	57	1	58	0.00058
species_268	268	S	57	4	61	0.00061
species_1772	1772	S	57	2	59	0.00059
species_1806	1806	S	57	4	61	0.00061
species_131	131	S	57	4	61	0.00061
species_127	127	S	57	9	66	0.00066
species_2111	2111	S	57	0	57	0.00057
species_1689	1689	S	57	3	60	0.00060
species_1724	1724	S	57	2	59	0.00059
species_1443	1443	S	57	0	57	0.00057
species_1433	1433	S	57	2	59	0.00059
species_38	38	S	57	0	57	0.00057
species_1248	1248	S	57	3	60	0.00060
species_1242	1242	S	57	0	57	0.00057
species_66	66	S	57	0	57	0.00057
species_593	593	S	57	1	58	0.00058
species_2040	2040	S	57	2	59	0.00059
species_1746	1746	S	57	0	57	0.00057
species_838	838	S	57	1	58	0.00058
species_2292	2292	S	57	0	57	0.00057
species_1287	1287	S	57	7	64	0.00064
species_1842	1842	S	57	0	57	0.00057
species_851	851	S	57	0	57	0.00057
species_1475	1475	S	57	0	57	0.00057
species_1721	1721	S	56	2	58	0.00058
species_410	410	S	56	0	56	0.00056
species_576	576	S	56	0	56	0.00056
species_1008	1008	S	56	2	58	0.00058
species_1696	1696	S	56	1	57	0.00057
species_407	407	S	56	2	58	0.00058
species_703	703	S	56	8	64	0.00064
species_130	130	S	56	4	60	0.00060
species_567	567	S	56	4	60	0.00060
species_1749	1749	S	56	25	81	0.00081
species_406	406	S	56	4	60	0.00060
species_1383	1383	S	56	12	68	0.00068
species_884	884	S	56	9	65	0.00065
species_800	800	S	56	2	58	0.00058
species_1007	1007	S	56	3	59	0.00059
species_989	989	S	56	0	56	0.00056
species_124	124	S	56	6	62	0.00062
species_607	607	S	56	1	57	0.00057
species_975	975	S	56	0	56	0.00056
species_1691	1691	S	56	3	59	0.00059
species_947	947	S	56	8	64	0.00064
species_2318	2318	S	56	0	56	0.00056
species_807	807	S	56	0	56	0.00056
species_2307	2307	S	56	0	56	0.00056
species_935	935	S	56	1	57	0.00057
species_2185	2185	S	56	5	61	0.00061
species_2350	2350	S	56	0	56	0.00056
species_828	828	S	56	1	57	0.00057
species_1559	1559	S	56	1	57	0.00057
species_307	307	S	56	13	69	0.00069
species_1266	1266	S	56	3	59	0.00059
species_304	304	S	56	0	56	0.00056
species_1471	1471	S	56	0	56	0.00056
species_355	355	S	56	0	56	0.00056
species_230	230	S	56	0	56	0.00056
species_2129	2129	S	56	0	56	0.00056
species_1480	1480	S	56	0	56	0.00056
species_2130	2130	S	56	2	58	0.00058
species_2444	2444	S	56	0	56	0.00056
species_332	332	S	56	15	71	0.00071
species_2053	2053	S	56	0	56	0.00056
species_2131	2131	S	56	8	64	0.00064
species_262	262	S	56	3	59	0.00059
species_916	916	S	55	19	74	0.00074
species_1944	1944	S	55	1	56	0.00056
species_1699	1699	S	55	4	59	0.00059
species_1246	1246	S	55	13	68	0.00068
species_2255	2255	S	55	0	55	0.00055
species_476	476	S	55	0	55	0.00055
species_1254	1254	S	55	2	57	0.00057
species_1641	1641	S	55	7	62	0.00062
species_2059	2059	S	55	5	60	0.00060
species_2167	2167	S	55	2	57	0.00057
species_1525	1525	S	55	1	56	0.00056
species_40	40	S	55	1	56	0.00056
species_2287	2287	S	55	0	55	0.00055
species_1555	1555	S	55	2	57	0.00057
species_166	166	S	55	6	61	0.00061
species_1404	1404	S	55	0	55	0.00055
species_685	685	S	55	0	55	0.00055
species_2226	2226	S	54	2	56	0.00056
species_43	43	S	54	13	67	0.00067
species_4	4	S	54	2	56	0.00056
species_626	626	S	54	1	55	0.00055
species_1974	1974	S	54	2	56	0.00056
species_1561	1561	S	54	6	60	0.00060
species_2353	2353	S	54	7	61	0.00061
species_1665	1665	S	54	0	54	0.00054
species_2228	2228	S	54	0	54	0.00054
species_228	228	S	54	0	54	0.00054
species_2008	2008	S	54	0	54	0.00054
species_512	512	S	54	0	54	0.00054
species_523	523	S	54	0	54	0.00054
species_640	640	S	54	1	55	0.00055
species_1697	1697	S	54	0	54	0.00054
species_1297	1297	S	54	10	64	0.00064
species_2291	2291	S	54	15	69	0.00069
species_543	543	S	54	0	54	0.00054
species_1273	1273	S	54	2	56	0.00056
species_217	217	S	54	10	64	0.00064
species_1257	1257	S	54	7	61	0.00061
species_574	574	S	54	6	60	0.00060
species_1162	1162	S	54	0	54	0.00054
species_112	112	S	54	7	61	0.00061
species_359	359	S	54	2	56	0.00056
species_376	376	S	54	1	55	0.00055
species_1526	1526	S	54	0	54	0.00054
species_1596	1596	S	54	0	54	0.00054
species_1089	1089	S	54	1	55	0.00055
species_1537	1537	S	54	2	56	0.00056
species_922	922	S	54	1	55	0.00055
species_2112	2112	S	54	0	54	0.00054
species_2187	2187	S	54	0	54	0.00054
species_397	397	S	54	4	58	0.00058
species_83	83	S	54	3	57	0.00057
species_1026	1026	S	54	0	54	0.00054
species_1046	1046	S	54	2	56	0.00056
species_1039	1039	S	54	0	54	0.00054
species_1091	1091	S	53	1	54	0.00054
species_2341	2341	S	53	0	53	0.00053
species_1145	1145	S	53	1	54	0.00054
species_2084	2084	S	53	4	57	0.00057
species_1521	1521	S	53	2	55	0.00055
species_446	446	S	53	0	53	0.00053
species_239	239	S	53	6	59	0.00059
species_379	379	S	53	1	54	0.00054
species_720	720	S	53	4	57	0.00057
species_1013	1013	S	53	13	66	0.00066
species_1747	1747	S	53	3	56	0.00056
species_1589	1589	S	53	0	53	0.00053
species_1001	1001	S	53	3	56	0.00056
species_1031	1031	S	53	0	53	0.00053
species_1442	1442	S	53	2	55	0.00055
species_278	278	S	53	1	54	0.00054
species_13	13	S	53	0	53	0.00053
species_1056	1056	S	53	2	55	0.00055
species_1335	1335	S	53	0	53	0.00053
species_1624	1624	S	53	0	53	0.00053
species_344	344	S	53	12	65	0.00065
species_71	71	S	53	5	58	0.00058
species_1942	1942	S	53	0	53	0.00053
species_861	861	S	53	4	57	0.00057
species_1838	1838	S	53	0	53	0.00053
species_1478	1478	S	53	6	59	0.00059
species_1611	1611	S	53	1	54	0.00054
species_459	459	S	53	0	53	0.00053
species_1681	1681	S	53	7	60	0.00060
species_2469	2469	S	53	0	53	0.00053
species_358	358	S	53	0	53	0.00053
species_320	320	S	53	19	72	0.00072
species_1692	1692	S	53	4	57	0.00057
species_349	349	S	52	2	54	0.00054
species_1504	1504	S	52	7	59	0.00059
species_1715	1715	S	52	1	53	0.00053
species_135	135	S	52	6	58	0.00058
species_487	487	S	52	0	52	0.00052
species_315	315	S	52	1	53	0.00053
species_2490	2490	S	52	1	53	0.00053
species_1614	1614	S	52	1	53	0.00053
species_622	622	S	52	4	56	0.00056
species_2321	2321	S	52	1	53	0.00053
species_1403	1403	S	52	8	60	0.00060
species_481	481	S	52	0	52	0.00052
species_199	199	S	52	11	63	0.00063
species_645	645	S	52	1	53	0.00053
species_885	885	S	52	10	62	0.00062
species_1726	1726	S	52	0	52	0.00052
species_1103	1103	S	52	0	52	0.00052
species_1619	1619	S	52	1	53	0.00053
species_2039	2039	S	52	0	52	0.00052
species_2169	2169	S	52	0	52	0.00052
species_1440	1440	S	52	0	52	0.00052
species_1883	1883	S	52	0	52	0.00052
species_1436	1436	S	52	2	54	0.00054
species_506	506	S	52	0	52	0.00052
species_1969	1969	S	52	4	56	0.00056
species_1223	1223	S	52	0	52	0.00052
species_840	840	S	52	0	52	0.00052
species_706	706	S	52	0	52	0.00052
species_2432	2432	S	51	1	52	0.00052
species_2377	2377	S	51	6	57	0.00057
species_1811	1811	S	51	4	55	0.00055
species_2387	2387	S	51	5	56	0.00056
species_2184	2184	S	51	1	52	0.00052
species_2343	2343	S	51	4	55	0.00055
species_3	3	S	51	20	71	0.00071
species_2022	2022	S	51	0	51	0.00051
species_797	797	S	51	0	51	0.00051
species_1661	1661	S	51	0	51	0.00051
species_1610	1610	S	51	30	81	0.00081
species_1523	1523	S	51	22	73	0.00073
species_1512	1512	S	51	3	54	0.00054
species_1366	1366	S	51	0	51	0.00051
species_1240	1240	S	51	1	52	0.00052
species_1204	1204	S	51	0	51	0.00051
species_982	982	S	51	10	61	0.00061
species_864	864	S	51	4	55	0.00055
species_829	829	S	51	6	57	0.00057
species_416	416	S	51	18	69	0.00069
species_129	129	S	51	2	53	0.00053
species_402	402	S	51	0	51	0.00051
species_336	336	S	51	2	53	0.00053
species_285	285	S	51	0	51	0.00051
species_15	15	S	50	5	55	0.00055
species_87	87	S	50	13	63	0.00063
species_96	96	S	50	10	60	0.00060
species_1464	1464	S	50	25	75	0.00075
species_1441	1441	S	50	34	84	0.00084
species_1961	1961	S	50	4	54	0.00054
species_1431	1431	S	50	0	50	0.00050
species_220	220	S	50	0	50	0.00050
species_271	271	S	50	6	56	0.00056
species_1210	1210	S	50	1	51	0.00051
species_287	287	S	50	0	50	0.00050
species_899	899	S	50	0	50	0.00050
species_895	895	S	50	0	50	0.00050
species_2103	2103	S	50	2	52	0.00052
species_691	691	S	50	0	50	0.00050
species_2330	2330	S	50	0	50	0.00050
species_573	573	S	50	10	60	0.00060
species_482	482	S	50	3	53	0.00053
species_443	443	S	50	0	50	0.00050
species_362	362	S	49	5	54	0.00054
species_2055	2055	S	49	0	49	0.00049
species_1513	1513	S	49	0	49	0.00049
species_282	282	S	49	0	49	0.00049
species_611	611	S	49	0	49	0.00049
species_2447	2447	S	49	2	51	0.00051
species_1216	1216	S	49	4	53	0.00053
species_267	267	S	49	16	65	0.00065
species_2024	2024	S	49	0	49	0.00049
species_319	319	S	49	0	49	0.00049
species_2150	2150	S	49	2	51	0.00051
species_2181	2181	S	49	27	76	0.00076
species_770	770	S	49	0	49	0.00049
species_2405	2405	S	49	4	53	0.00053
species_391	391	S	49	0	49	0.00049
species_1722	1722	S	49	0	49	0.00049
species_289	289	S	48	3	51	0.00051
species_1594	1594	S	48	4	52	0.00052
species_1606	1606	S	48	15	63	0.00063
species_1085	1085	S	48	5	53	0.00053
species_2310	2310	S	48	3	51	0.00051
species_1303	1303	S	48	5	53	0.00053
species_1863	1863	S	48	19	67	0.00067
species_312	312	S	48	3	51	0.00051
species_439	439	S	48	1	49	0.00049
species_2471	2471	S	48	0	48	0.00048
species_2206	2206	S	48	0	48	0.00048
species_208	208	S	48	16	64	0.00064
species_214	214	S	47	10	57	0.00057
species_2423	2423	S	47	23	70	0.00070
species_1509	1509	S	47	4	51	0.00051
species_1678	1678	S	47	25	72	0.00072
species_1579	1579	S	47	16	63	0.00063
species_90	90	S	47	23	70	0.00070
species_967	967	S	47	8	55	0.00055
species_1701	1701	S	47	0	47	0.00047
species_1232	1232	S	47	13	60	0.00060
species_413	413	S	47	0	47	0.00047
species_1207	1207	S	47	2	49	0.00049
species_1575	1575	S	46	14	60	0.00060
species_1894	1894	S	46	6	52	0.00052
species_1227	1227	S	46	1	47	0.00047
species_1934	1934	S	46	3	49	0.00049
species_48	48	S	46	12	58	0.00058
species_205	205	S	46	4	50	0.00050
species_2296	2296	S	46	23	69	0.00069
species_1484	1484	S	46	0	46	0.00046
species_53	53	S	46	0	46	0.00046
species_348	348	S	46	12	58	0.00058
species_1233	1233	S	45	18	63	0.00063
species_2314	2314	S	45	22	67	0.00067
species_103	103	S	45	11	56	0.00056
species_246	246	S	45	17	62	0.00062
species_1630	1630	S	45	0	45	0.00045
species_1347	1347	S	45	21	66	0.00066
species_351	351	S	44	5	49	0.00049
species_1533	1533	S	44	24	68	0.00068
species_1165	1165	S	44	20	64	0.00064
species_2238	2238	S	44	29	73	0.00073
species_479	479	S	44	4	48	0.00048
species_542	542	S	44	3	47	0.00047
species_1669	1669	S	44	3	47	0.00047
species_1284	1284	S	44	6	50	0.00050
species_1326	1326	S	44	42	86	0.00086
species_440	440	S	43	9	52	0.00052
species_1581	1581	S	43	20	63	0.00063
species_1043	1043	S	43	4	47	0.00047
species_1228	1228	S	43	0	43	0.00043
species_1677	1677	S	42	24	66	0.00066
species_46	46	S	42	10	52	0.00052
species_1643	1643	S	42	19	61	0.00061
species_55	55	S	42	21	63	0.00063
species_992	992	S	42	6	48	0.00048
species_1276	1276	S	41	20	61	0.00061
species_1985	1985	S	41	26	67	0.00067
species_1979	1979	S	41	27	68	0.00068
species_1645	1645	S	41	18	59	0.00059
species_1129	1129	S	41	20	61	0.00061
species_92	92	S	41	16	57	0.00057
species_1118	1118	S	41	17	58	0.00058
species_108	108	S	41	10	51	0.00051
species_1114	1114	S	41	22	63	0.00063
species_2459	2459	S	41	0	41	0.00041
species_779	779	S	39	0	39	0.00039
species_609	609	S	39	30	69	0.00069
species_1814	1814	S	39	10	49	0.00049
species_1181	1181	S	38	3	41	0.00041
species_1127	1127	S	38	25	63	0.00063
species_1047	1047	S	38	16	54	0.00054
species_1068	1068	S	38	31	69	0.00069
species_1059	1059	S	37	16	53	0.00053
species_323	323	S	37	23	60	0.00060
species_1109	1109	S	37	14	51	0.00051
species_848	848	S	36	50	86	0.00086
species_1871	1871	S	35	65	100	0.00100
species_1402	1402	S	35	25	60	0.00060
species_2461	2461	S	35	20	55	0.00055
species_1119	1119	S	35	20	55	0.00055
species_2066	2066	S	35	61	96	0.00096
species_1648	1648	S	35	31	66	0.00066
species_804	804	S	34	20	54	0.00054
species_1203	1203	S	34	17	51	0.00051
species_36	36	S	33	5	38	0.00038
species_56	56	S	32	17	49	0.00049
species_1062	1062	S	31	20	51	0.00051
species_1322	1322	S	31	42	73	0.00073
species_704	704	S	30	45	75	0.00075
species_832	832	S	30	57	87	0.00087
species_769	769	S	30	55	85	0.00085
species_1191	1191	S	30	63	93	0.00093
species_1923	1923	S	29	55	84	0.00084
species_740	740	S	29	35	64	0.00064
species_1314	1314	S	29	69	98	0.00098
species_839	839	S	28	21	49	0.00049
species_711	711	S	28	60	88	0.00088
species_555	555	S	28	26	54	0.00054
species_1620	1620	S	28	57	85	0.00085
species_1905	1905	S	27	48	75	0.00075
species_2462	2462	S	27	44	71	0.00071
species_1450	1450	S	27	40	67	0.00067
species_1862	1862	S	27	92	119	0.00119
species_1775	1775	S	26	64	90	0.00090
species_993	993	S	26	60	86	0.00086
species_1791	1791	S	26	63	89	0.00089
species_1514	1514	S	26	62	88	0.00088
species_1755	1755	S	26	28	54	0.00054
species_1020	1020	S	26	47	73	0.00073
species_1061	1061	S	26	77	103	0.00103
species_2136	2136	S	26	74	100	0.00100
species_1962	1962	S	25	64	89	0.00089
species_1666	1666	S	25	33	58	0.00058
species_2191	2191	S	25	32	57	0.00057
species_1375	1375	S	25	62	87	0.00087
species_1551	1551	S	25	22	47	0.00047
species_1864	1864	S	24	41	65	0.00065
species_2215	2215	S	24	61	85	0.00085
species_1660	1660	S	24	80	104	0.00104
species_579	579	S	23	59	82	0.00082
species_2235	2235	S	23	41	64	0.00064
species_1768	1768	S	23	67	90	0.00090
species_1474	1474	S	23	44	67	0.00067
species_2495	2495	S	23	53	76	0.00076
species_882	882	S	23	83	106	0.00106
species_1126	1126	S	23	83	106	0.00106
species_1999	1999	S	23	72	95	0.00095
species_1064	1064	S	23	48	71	0.00071
species_1994	1994	S	23	59	82	0.00082
species_2414	2414	S	23	95	118	0.00118
species_1997	1997	S	23	61	84	0.00084
species_1546	1546	S	22	57	79	0.00079
species_580	580	S	22	41	63	0.00063
species_822	822	S	22	58	80	0.00080
species_1810	1810	S	22	53	75	0.00075
species_1919	1919	S	22	53	75	0.00075
species_1832	1832	S	22	49	71	0.00071
species_1044	1044	S	21	52	73	0.00073
species_1517	1517	S	21	32	53	0.00053
species_605	605	S	21	45	66	0.00066
species_1767	1767	S	21	52	73	0.00073
species_2349	2349	S	21	55	76	0.00076
species_655	655	S	21	71	92	0.00092
species_2442	2442	S	21	39	60	0.00060
species_1269	1269	S	21	26	47	0.00047
species_2375	2375	S	21	59	80	0.00080
species_1771	1771	S	21	44	65	0.00065
species_1789	1789	S	21	57	78	0.00078
species_2212	2212	S	20	61	81	0.00081
species_1797	1797	S	20	44	64	0.00064
species_1179	1179	S	20	58	78	0.00078
species_893	893	S	20	45	65	0.00065
species_727	727	S	20	53	73	0.00073
species_2503	2503	S	20	67	87	0.00087
species_1653	1653	S	20	38	58	0.00058
species_662	662	S	20	65	85	0.00085
species_1226	1226	S	20	74	94	0.00094
species_1341	1341	S	20	49	69	0.00069
species_1785	1785	S	20	66	86	0.00086
species_1567	1567	S	20	58	78	0.00078
species_751	751	S	20	43	63	0.00063
species_914	914	S	20	38	58	0.00058
species_2231	2231	S	20	44	64	0.00064
species_731	731	S	20	50	70	0.00070
species_2446	2446	S	19	58	77	0.00077
species_1781	1781	S	19	43	62	0.00062
species_2274	2274	S	19	68	87	0.00087
species_1398	1398	S	19	63	82	0.00082
species_2273	2273	S	19	49	68	0.00068
species_1458	1458	S	19	59	78	0.00078
species_2207	2207	S	19	57	76	0.00076
species_1803	1803	S	19	55	74	0.00074
species_1860	1860	S	19	65	84	0.00084
species_2424	2424	S	19	82	101	0.00101
species_952	952	S	19	101	120	0.00120
species_1647	1647	S	19	58	77	0.00077
species_2281	2281	S	19	60	79	0.00079
species_1516	1516	S	19	39	58	0.00058
species_1858	1858	S	19	42	61	0.00061
species_1022	1022	S	19	61	80	0.00080
species_642	642	S	19	105	124	0.00124
species_997	997	S	18	32	50	0.00050
species_2132	2132	S	18	62	80	0.00080
species_2279	2279	S	18	56	74	0.00074
species_1430	1430	S	18	36	54	0.00054
species_1762	1762	S	18	80	98	0.00098
species_1336	1336	S	18	63	81	0.00081
species_1111	1111	S	18	62	80	0.00080
species_1776	1776	S	18	63	81	0.00081
species_2209	2209	S	18	68	86	0.00086
species_1285	1285	S	18	41	59	0.00059
species_1505	1505	S	18	46	64	0.00064
species_1909	1909	S	18	80	98	0.00098
species_1172	1172	S	18	45	63	0.00063
species_2075	2075	S	18	43	61	0.00061
species_2501	2501	S	18	88	106	0.00106
species_1470	1470	S	18	57	75	0.00075
species_2458	2458	S	18	31	49	0.00049
species_930	930	S	17	58	75	0.00075
species_1000	1000	S	17	60	77	0.00077
species_998	998	S	17	45	62	0.00062
species_909	909	S	17	63	80	0.00080
species_849	849	S	17	59	76	0.00076
species_954	954	S	17	55	72	0.00072
species_854	854	S	17	53	70	0.00070
species_1798	1798	S	17	45	62	0.00062
species_758	758	S	17	36	53	0.00053
species_1801	1801	S	17	51	68	0.00068
species_1779	1779	S	17	43	60	0.00060
species_1412	1412	S	17	47	64	0.00064
species_2069	2069	S	17	44	61	0.00061
species_675	675	S	17	54	71	0.00071
species_2096	2096	S	17	40	57	0.00057
species_1922	1922	S	17	55	72	0.00072
species_1945	1945	S	17	64	81	0.00081
species_1790	1790	S	17	53	70	0.00070
species_1770	1770	S	17	47	64	0.00064
species_2466	2466	S	17	73	90	0.00090
species_1063	1063	S	17	40	57	0.00057
species_1363	1363	S	17	49	66	0.00066
species_1868	1868	S	17	76	93	0.00093
species_2115	2115	S	17	30	47	0.00047
species_726	726	S	17	42	59	0.00059
species_2128	2128	S	17	53	70	0.00070
species_2068	2068	S	16	48	64	0.00064
species_1859	1859	S	16	40	56	0.00056
species_1524	1524	S	16	56	72	0.00072
species_1920	1920	S	16	60	76	0.00076
species_788	788	S	16	55	71	0.00071
species_1921	1921	S	16	55	71	0.00071
species_1774	1774	S	16	37	53	0.00053
species_2232	2232	S	16	27	43	0.00043
species_1255	1255	S	16	44	60	0.00060
species_2374	2374	S	16	52	68	0.00068
species_1928	1928	S	16	77	93	0.00093
species_2001	2001	S	16	64	80	0.00080
species_977	977	S	16	74	90	0.00090
species_1055	1055	S	16	51	67	0.00067
species_2477	2477	S	16	47	63	0.00063
species_2278	2278	S	16	49	65	0.00065
species_1083	1083	S	16	46	62	0.00062
species_772	772	S	16	40	56	0.00056
species_1563	1563	S	16	68	84	0.00084
species_1903	1903	S	16	34	50	0.00050
species_1541	1541	S	16	48	64	0.00064
species_636	636	S	15	44	59	0.00059
species_2473	2473	S	15	60	75	0.00075
species_741	741	S	15	35	50	0.00050
species_1783	1783	S	15	52	67	0.00067
species_2410	2410	S	15	78	93	0.00093
species_778	778	S	15	47	62	0.00062
species_2311	2311	S	15	56	71	0.00071
species_2339	2339	S	15	50	65	0.00065
species_1780	1780	S	15	51	66	0.00066
species_2243	2243	S	15	59	74	0.00074
species_2386	2386	S	15	43	58	0.00058
species_570	570	S	15	38	53	0.00053
species_588	588	S	15	69	84	0.00084
species_1793	1793	S	15	49	64	0.00064
species_654	654	S	15	50	65	0.00065
species_2315	2315	S	15	61	76	0.00076
species_2440	2440	S	15	63	78	0.00078
species_811	811	S	15	60	75	0.00075
species_2373	2373	S	15	28	43	0.00043
species_680	680	S	15	44	59	0.00059
species_1217	1217	S	15	46	61	0.00061
species_1644	1644	S	15	38	53	0.00053
species_1924	1924	S	15	49	64	0.00064
species_1508	1508	S	15	40	55	0.00055
species_1766	1766	S	15	74	89	0.00089
species_2125	2125	S	15	47	62	0.00062
species_1966	1966	S	15	45	60	0.00060
species_1769	1769	S	15	67	82	0.00082
species_1668	1668	S	15	60	75	0.00075
species_1147	1147	S	15	48	63	0.00063
species_1565	1565	S	15	45	60	0.00060
species_1866	1866	S	15	66	81	0.00081
species_1139	1139	S	15	51	66	0.00066
species_1125	1125	S	15	48	63	0.00063
species_1317	1317	S	15	37	52	0.00052
species_2159	2159	S	15	62	77	0.00077
species_1874	1874	S	15	62	77	0.00077
species_1946	1946	S	15	41	56	0.00056
species_717	717	S	14	45	59	0.00059
species_1016	1016	S	14	50	64	0.00064
species_1852	1852	S	14	48	62	0.00062
species_1906	1906	S	14	43	57	0.00057
species_1532	1532	S	14	43	57	0.00057
species_2000	2000	S	14	44	58	0.00058
species_2299	2299	S	14	56	70	0.00070
species_1601	1601	S	14	58	72	0.00072
species_1080	1080	S	14	39	53	0.00053
species_963	963	S	14	48	62	0.00062
species_1319	1319	S	14	46	60	0.00060
species_873	873	S	14	46	60	0.00060
species_1212	1212	S	14	55	69	0.00069
species_2268	2268	S	14	44	58	0.00058
species_2189	2189	S	14	51	65	0.00065
species_776	776	S	14	61	75	0.00075
species_896	896	S	14	53	67	0.00067
species_2348	2348	S	14	43	57	0.00057
species_2204	2204	S	14	44	58	0.00058
species_1272	1272	S	14	37	51	0.00051
species_1993	1993	S	14	47	61	0.00061
species_1794	1794	S	13	68	81	0.00081
species_1764	1764	S	13	46	59	0.00059
species_1123	1123	S	13	33	46	0.00046
species_1350	1350	S	13	57	70	0.00070
species_1224	1224	S	13	54	67	0.00067
species_1438	1438	S	13	32	45	0.00045
