epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr_backbone,lr_head,epoch_time_sec,throughput_reads_per_sec,gpu_allocated_gb,gpu_util_pct,ram_rss_gb,timestamp
1,2.010065699046699,0.4746329417001838,0.42990154425662724,1.7377903939224244,0.529908,0.49868222598317546,2.0000037926051786e-05,0.0003333339654341964,9959.2,4518.4,0.54,0.0,41.82,2026-05-26T23:57:33.623180
2,1.7521194680398537,0.527350305564879,0.49401526669226387,1.6333313481918335,0.554462,0.5283849209657336,2.9977222491955196e-05,0.00049962037486592,9951.8,4521.8,0.54,0.0,42.18,2026-05-27T02:43:27.385029
3,1.684175309113646,0.5431006612987183,0.5125700253242107,1.587741030796814,0.5659576,0.539773144516585,2.979541881766069e-05,0.0004965903136276782,9922.8,4535.0,0.54,0.0,42.52,2026-05-27T05:28:52.159206
4,1.6531337297524058,0.5504333606163351,0.5211103629771302,1.5632243091308593,0.5717524,0.5473880585507336,2.943401883713824e-05,0.0004905669806189707,9929.3,4532.0,0.54,0.0,42.86,2026-05-27T08:14:24.188250
5,1.6351475683783592,0.5546374554843811,0.5260522675864241,1.546057847718811,0.5756036,0.5499387779754172,2.889740945571122e-05,0.0004816234909285203,9925.3,4533.9,0.54,0.0,43.16,2026-05-27T10:59:51.531587
6,1.6231846512498223,0.5574991484432333,0.5293425363342906,1.5435083504974365,0.5763488,0.5536223299823018,2.8192104383060935e-05,0.00046986840638434894,9991.8,4503.7,0.54,0.0,43.41,2026-05-27T13:46:25.322365
7,1.6141436840038081,0.5596986626825425,0.5319474524465283,1.5295913971008301,0.5799428,0.5546557662707252,2.7326665065630557e-05,0.0004554444177605093,9961.1,4517.6,0.54,0.0,43.66,2026-05-27T16:32:28.466463
8,1.6068575787730477,0.5615216874975111,0.5340434872203776,1.5199001641921996,0.5822588,0.5576257043344461,2.6311596762283696e-05,0.00043852661270472827,9962.2,4517.1,0.54,0.0,43.88,2026-05-27T19:18:32.696329
9,1.6005368799561352,0.5630302229763171,0.5357689882150907,1.5149429306289672,0.5836756,0.5602419377626794,2.5159221024718e-05,0.00041932035041196663,9970.9,4513.2,0.54,0.0,44.08,2026-05-27T22:04:45.563875
10,1.5949541165691565,0.564356802640786,0.5373061305366614,1.5120624753753662,0.5842808,0.560469428396572,2.388352613054859e-05,0.0003980587688424765,9963.8,4516.4,0.54,0.0,44.24,2026-05-28T00:50:51.288580
11,1.5898166064650308,0.5655637821351568,0.5387188618586308,1.507086661074829,0.5856114,0.5616106724761617,2.2499997284600705e-05,0.0003749999547433451,9937.5,4528.3,0.54,0.0,44.4,2026-05-28T03:36:30.741202
12,1.5850472080701514,0.5667402060305152,0.5401036818831038,1.5029277072540284,0.586472,0.5631602518691539,2.102542864953742e-05,0.0003504238108256237,9940.3,4527.0,0.54,0.0,44.53,2026-05-28T06:22:13.087991
13,1.5805467790790737,0.5677944964188394,0.5413231580643107,1.493055156765747,0.588173,0.564853235391305,1.9477719487515532e-05,0.00032462865812525886,9919.0,4536.8,0.54,0.0,44.64,2026-05-28T09:07:35.690178
14,1.5760554972472725,0.5688728090635506,0.5425662303110207,1.49200068467865,0.589004,0.5653806508845476,1.7875656887433297e-05,0.00029792761479055497,9925.6,4533.7,0.54,0.0,44.74,2026-05-28T11:53:03.269799
15,1.5715897998404216,0.5699973217739688,0.5438562257008891,1.4900109946731568,0.5896548,0.5679025172310243,1.623868771516633e-05,0.00027064479525277217,9950.5,4522.4,0.54,0.0,44.84,2026-05-28T14:38:55.780811
16,1.5672818942263178,0.5710439232624687,0.545071596120875,1.4826106181503296,0.5915602,0.5688846107548854,1.4586682555006397e-05,0.00024311137591677325,9960.1,4518.0,0.54,0.0,44.91,2026-05-28T17:24:57.886688
17,1.5628388568716325,0.5720934803107276,0.5462971569007156,1.47903992192688,0.592195,0.5709453937244376,1.2939694507733573e-05,0.00021566157512889285,9940.0,4527.2,0.54,0.0,44.98,2026-05-28T20:10:39.906116
